TXT_CATEGORY_LEVEL_1,TXT_CATEGORY_LEVEL_2,TXT_CATEGORY_LEVEL_3,Pricing methodology 1,Pricing methodology 2,Pricing methodology 3,Contract methodology 1,Contract methodology 2,Contract methodology 3,Auctionable,Supplier market complexity
Directs,Structures and Building and Construction and Manufacturing Components and Supplies,Underground roof support structures,Volume based pricing ,Market based pricing,Fixed pricing,Framework agreement approach,Long term contract,Hedging,No,Low
Indirects,Corporate Services,Corporate Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Building Maintenance/Construction/Fix Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Carpentry Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Cleaning,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,"Copying, Printing, Scanning",Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Electrical Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Facilities Management,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Fire And Safety Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Guarding & Security Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,HVAC Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Industrial Cleaning,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Lighting,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Office Cleaning (Incl Trash Removal),Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Office Furniture,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Office Supplies,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Security Equipment,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Technical Building Maintenance,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Z-Other Cleaning,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Facilities Management,Z-Other Office Equipment,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,HR Services,Recruiting Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,HR Services,Training And Development,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Indirects,Indirects,,,,,,,Yes,Low
Indirects,IT/ Telecom,Application Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,End User Devices - Desktops/ Laptops/Notebook,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,IT Hardware,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,IT Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,IT Software,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,High
Indirects,IT/ Telecom,IT/ Telecom,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,Telecom,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,IT/ Telecom,Z-Other Telecom,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Leasing,Equipment Leasing,Value based pricing,Market based pricing,Fixed pricing,Framework agreement approach,Long term contract,,Yes,Low
Indirects,Leasing,Machinery Leasing,Value based pricing,Market based pricing,Fixed pricing,Framework agreement approach,Long term contract,,Yes,Low
Indirects,Logistics,Air Freight,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Co-Packing,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Logistics,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Ocean Freight,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Road Freight,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Transport Services / Admin,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Logistics,Warehousing,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,Machine & Equipment,Machine & Equipment,Value based pricing,Market based pricing,Fixed pricing,Value engineering ,Performance based contracting,Framework agreement approach,No,Low
Indirects,Machine & Equipment,Z-Other Machine & Equipment,Value based pricing,Market based pricing,Fixed pricing,Value engineering ,Performance based contracting,Framework agreement approach,No,Low
Indirects,Marketing And Sales,Agency Fees,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Long term contract,Yes,Low
Indirects,Marketing And Sales,Marketing And Sales,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Long term contract,Yes,Low
Indirects,Marketing And Sales,Z-Other Marketing Working Spend,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Electrical - Cables,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Electrical - Others,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Electrical - Power Supply,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Engineering, Construction And Installation Services",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Equipment Maintenance And Repair Services,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Filters/Filter Media And Combo Bags,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Gaskets / Seals,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Hospitality And Food Service,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,HVAC And Refrigeration,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Industrial Gases,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Industrial Supplies,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Lab Supplies,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Material Handling,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Motors,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,MRO,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"MRO (Maintenance, Repairs & Overhaul) Services",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"MRO (Maintenance, Repairs & Overhaul) Supplies",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Pipe, Hose, Tube & Fittings",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Pumps, Compressors & Parts",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Raw Materials,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Tools (Clamps, Pliers, Wrenches, Tool Kits, Etc.)",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Turbines & Parts,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Valves,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Z-Other MRO,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Z-Other MRO Services,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Z-Other MRO Supplies,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,Packaging,Packaging,Market based pricing,Volume based pricing ,Fixed pricing,Framework agreement approach,Short term contrct,,Yes,Low
Indirects,Packaging,Packing Supplies,Market based pricing,Volume based pricing ,Fixed pricing,Framework agreement approach,Short term contrct,,Yes,Low
Indirects,Packaging,Pallets,Market based pricing,Volume based pricing ,Fixed pricing,Framework agreement approach,Short term contrct,,Yes,Low
Indirects,Postage And Courier,Courier,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Postage And Courier,Courier - Ground Shipments,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Audit Services - External,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Consulting Services - Management Consulting,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Electrical Engineering Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,"Engineering,Technical Or Consulting Service",Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Financial Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Inspection & Survey,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Insurance Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Legal Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Mechanical Engineering Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Professional Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Research Or Testing Facilities,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Technical Design Offices,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,"Z-Other Engineering, Technical Or Consulting Service",Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Professional Services,Z-Other Research And Development Services,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Temporary Labor,Engineering Temp Labor,Value based pricing,Cost plus model,Market based pricing,Performance based contracting,Framework agreement approach,Joint ventures / partnerships,Yes,Low
Indirects,Utilities,Electricity,,,,,,,No,High
Indirects,Utilities,Fuel Oils,,,,,,,No,High
Indirects,Utilities,Natural Gas,,,,,,,No,High
Indirects,Utilities,Utilities,,,,,,,No,Low
Indirects,Utilities,Water,,,,,,,No,High
Indirects,Utilities,Water Treatment Services,,,,,,,Yes,Low
Indirects,Z-Other Indirects,Z-Other Indirects,,,,,,,No,Low
Non Procurable,Miscellaneous Expenses,Community And Social Services,,,,,,,No,Low
Non Procurable,Miscellaneous Expenses,Miscellaneous Expenses,,,,,,,No,Low
Non Procurable,Miscellaneous Expenses,Public Administration And Finance Services,,,,,,,No,Low
Non Procurable,Miscellaneous Expenses,Z-Other Misc Expenses,,,,,,,No,Low
Not Categorized,Not Categorized,Not Categorized,,,,,,,No,Low
Grand Total,,,,,,,,,,
Indirects,MRO,Lamps,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Power Transmission,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Gaskets, Rings, Seals, Seal-Kits",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Brakes,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Batteries,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Electric Power System,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Measuring & Testing Instrument,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Mobile Fleet,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,PPE & Safety Items,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Fasteners,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Chemicals,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Valves,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Tools,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Office Supplies,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Laboratory,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Wires & Cables,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Controlling Instruments,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Casting & Furnace Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Fans & blowers,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Insulators,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Oils, Lubricants & Greases",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Building Material,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Bellows,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Bushes,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Power Generation Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Material Handling,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Compressors,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Conveyor,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Paints, Primers & Finishes",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Welding & Soldering,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Storage & Container Items,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Pot Cut-out Spares,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Motors & Drives,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Filters,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Electronic & Communication Systems,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Heating Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Cranes,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Laboratory & Scientific,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Fabricated Items,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,"Structural Materials, Sheets, Pipes & Fittings",Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Engine,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Rodding Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Grinding Balls (Still),Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Hoses & Fittings,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Wheel,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Labelling,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Pumps,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Hydraulics,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Spring,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Adhesives,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Bearings,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Cylinders,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Abrasives,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Transformer & Distribution Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Furniture & Fixtures,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Industrial Gas,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Casting Process Consumables,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Wooden Runners,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Agitator & Spares,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Steel Straps,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Plastic Straps,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Anode Slot Cutting M/C,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Rodding Process Consumables,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Water Cooling System Spares,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,HVAC,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,GreenMill Equipment,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,MRO,Conveying Pipe,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
Indirects,Logistics,CIBC,Fixed pricing,Market based pricing,Unit price,Framework agreement approach,Performance based contracting,Long term contract,Yes,Low
Indirects,MRO,Valves,Volume based pricing ,Fixed pricing,Market based pricing,Indefinite delivery,Framework agreement approach,Long term contract,Yes,Low
